LMIcaseid,URL,Casetitle,Civilaction,Venue,YearFiled,Filingdate,Declaratoryjudgment,NPECode,Patents,# Of Patents,PrimaryPatent,IPC Url ,IPC,PrimaryClass,First4level,Filingdate1,B4,B3,B2,B1,Q0,A1,A2,A3,A4,Casetitle1,Casetitle2,y,tag,dup,,,,,,,
No Patents Available (On Lex Machina),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000039017,http://law.lexmachina.com/cases/2000039017,"The Tawnsaura Group, LLC v. Fizogen Precision Technologies, Inc",8:12-cv-01479,C.D.Cal.,2012,  9/6/2012,0,1,"5874471, 6028107",2,5874471,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5874471,A61K 33/06 (20060101); A61K 33/12 (20060101); A61K 31/185 (20060101); A61K 31/198 (20060101); A61K 031/195 (),A61K 33/06,A61K 33,9/6/2012,,,,,,,,,,"The Tawnsaura Group, LLC","Fizogen Precision Technologies, Inc",747,0,3,,,,,,,
2000039185,http://law.lexmachina.com/cases/2000039185,"The Tawnsaura Group, LLC v. ABB Performance, LLC",8:12-cv-01634,C.D.Cal.,2012, 9/27/2012,0,1,"5874471, 6028107",2,5874471,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5874471,A61K 33/06 (20060101); A61K 33/12 (20060101); A61K 31/185 (20060101); A61K 31/198 (20060101); A61K 031/195 (),A61K 33/06,A61K 33,9/27/2012,,,,,,,,,,"The Tawnsaura Group, LLC","ABB Performance, LLC",747,1,5,,,,,,,
2000039191,http://law.lexmachina.com/cases/2000039191,"The Tawnsaura Group, LLC et al v. Man Sports Products, Inc",8:12-cv-01638,C.D.Cal.,2012, 9/27/2012,0,1,"5874471, 6028107",2,5874471,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5874471,A61K 33/06 (20060101); A61K 33/12 (20060101); A61K 31/185 (20060101); A61K 31/198 (20060101); A61K 031/195 (),A61K 33/06,A61K 33,9/27/2012,,,,,,,,,,"The Tawnsaura Group, LLC et al","Man Sports Products, Inc",746,1,0,,,,,,,
2000039430,http://law.lexmachina.com/cases/2000039430,"HVAC Modulation Technologies, LLC v. Carrier Corporation",0:12-cv-02533,D.Minn.,2012, 10/3/2012,0,1,5590642,1,5590642,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5590642,F24H 9/20 (20060101); F24H 003/00 (),F24H 9/20,F24H 9,10/3/2012,,,,,,,,,,"HVAC Modulation Technologies, LLC",Carrier Corporation,359,1,0,,,,,,,
2000039441,http://law.lexmachina.com/cases/2000039441,"Case In Point, LLC et al v. Mermaid Manufacturing of Southwest Florida, Inc.",2:12-cv-00638,E.D.Tex.,2012, 10/4/2012,0,"5, 8",8061149,1,8061149,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8061149,F25B 21/02 (20060101),F25B 21/02,F25B 21,10/4/2012,,,,,,,,,,"Case In Point, LLC et al","Mermaid Manufacturing of Southwest Florida, Inc.",6675,0,1,,,,,,,
2000039465,http://law.lexmachina.com/cases/2000039465,"ALISANOS, LLC v. Intuitive Surgical, Inc.",0:12-cv-61978,S.D.Fla.,2012, 10/5/2012,0,1,6592573,1,6592573,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6592573,A61B 17/34 (20060101); A61B 17/00 (20060101); A61B 17/02 (20060101); A61B 017/00 (),A61B 17/34,A61B 17,10/5/2012,,,,,,,,,,"ALISANOS, LLC","Intuitive Surgical, Inc.",44,1,0,,,,,,,
2000039516,http://law.lexmachina.com/cases/2000039516,The Tawnsaura Group LLC v. Myogenix Corp,8:12-cv-01654,C.D.Cal.,2012, 9/28/2012,0,1,"5874471, 6028107",2,5874471,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5874471,A61K 33/06 (20060101); A61K 33/12 (20060101); A61K 31/185 (20060101); A61K 31/198 (20060101); A61K 031/195 (),A61K 33/06,A61K 33,9/28/2012,,,,,,,,,,The Tawnsaura Group LLC,Myogenix Corp,745,0,4,,,,,,,
2000039953,http://law.lexmachina.com/cases/2000039953,"SmartFit Solutions, LLC v. Costco Wholesale Corporation",6:12-cv-00724,E.D.Tex.,2012, 9/27/2012,0,1,6626800,1,6626800,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6626800,A63B 24/00 (20060101); A63B 021/00 (),A63B 24/00,A63B 24,9/27/2012,,,,,,,,,,"SmartFit Solutions, LLC",Costco Wholesale Corporation,690,0,3,,,,,,,
2000039958,http://law.lexmachina.com/cases/2000039958,"SmartFit Solutions, LLC v. BH North America Corporation",6:12-cv-00705,E.D.Tex.,2012, 9/27/2012,0,1,6626800,1,6626800,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6626800,A63B 24/00 (20060101); A63B 021/00 (),A63B 24/00,A63B 24,9/27/2012,,,,,,,,,,"SmartFit Solutions, LLC",BH North America Corporation,690,1,1,,,,,,,
2000040417,http://law.lexmachina.com/cases/2000040417,"ESOTERIX GENETIC LABORATORIES, LLC et al v. LIFE TECHNOLOGIES CORPORATION, et al",1:12-cv-01173,M.D.N.C.,2012,10/31/2012,0,"1, 6","6440706, 7824889, 7915015",3,6440706,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6440706,C12Q 1/68 (20060101); C12P 019/34 (); C12Q 001/68 (); C07H 021/02 (); C07H 021/04 (); C07H 019/00 (),C12Q 1/68,C12Q 1,10/31/2012,,,,,,,,,,"ESOTERIX GENETIC LABORATORIES, LLC et al","LIFE TECHNOLOGIES CORPORATION, et al",6605,1,0,,,,,,,
2000040469,http://law.lexmachina.com/cases/2000040469,Wildcat Intellectual Property Holdings LLC v. Wizards of the Coast LLC,3:12-cv-04412,N.D.Tex.,2012, 11/1/2012,0,1,6200216,1,6200216,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6200216,A63F 9/24 (20060101); A63F 1/04 (20060101); A63F 1/00 (20060101); A63F 009/24 (),A63F 9/24,A63F 9,11/1/2012,,,,,,,,,,Wildcat Intellectual Property Holdings LLC,Wizards of the Coast LLC,818,1,0,,,,,,,
2000040572,http://law.lexmachina.com/cases/2000040572,Edizone v. Hudson Industries,2:12-cv-01031,D.Utah,2012, 11/5/2012,0,1,"6020055, 6197099",2,6020055,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6020055,A47C 27/12 (20060101); A47C 3/16 (20060101); A47C 3/00 (20060101); A43B 5/04 (20060101); C08J 3/12 (20060101); C10M 169/04 (20060101); C10M 169/00 (20060101); C10M 177/00 (20060101); B68G 1/00 (20060101); F16N 15/00 (20060101); B32B 005/16 (),A47C 27/12,A47C 27,11/5/2012,,,,,,,,,,Edizone,Hudson Industries,262,0,1,,,,,,,
2000041211,http://law.lexmachina.com/cases/2000041211,"The Tawnsaura Group, LLC v. Cytosport, Inc",8:12-cv-02004,C.D.Cal.,2012,11/15/2012,0,1,"5874471, 6028107",2,5874471,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5874471,A61K 33/06 (20060101); A61K 33/12 (20060101); A61K 31/185 (20060101); A61K 31/198 (20060101); A61K 031/195 (),A61K 33/06,A61K 33,11/15/2012,,,,,,,,,,"The Tawnsaura Group, LLC","Cytosport, Inc",747,0,9,,,,,,,
2000041432,http://law.lexmachina.com/cases/2000041432,"INTERNAL COMBUSTION SOLUTIONS LLC v. YAMAHA MOTOR CORPORATION, USA",3:12-cv-04564,D.N.J.,2012, 7/13/2012,0,5,6560528,1,6560528,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6560528,F02D 41/00 (20060101); F02D 41/24 (20060101); F02D 41/26 (20060101); F02D 37/00 (20060101); F02D 41/22 (20060101); F02D 37/02 (20060101); F02D 11/10 (20060101); G01F 019/00 (); F02D 041/14 (),F02D 41/00,F02D 41,7/13/2012,,,,,,,,,,INTERNAL COMBUSTION SOLUTIONS LLC,"YAMAHA MOTOR CORPORATION, USA",1152,1,0,,,,,,,
2000041763,http://law.lexmachina.com/cases/2000041763,Edizone v. Dover Saddlery,2:12-cv-01108,D.Utah,2012, 12/5/2012,0,1,6026527,1,6026527,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6026527,A47C 4/54 (20060101); A47C 27/14 (20060101); A47C 4/00 (20060101); A47C 27/08 (20060101); A47C 027/00 (); A47C 027/14 (),A47C 4/54,A47C 4,12/5/2012,,,,,,,,,,Edizone,Dover Saddlery,262,0,7,,,,,,,
2000042628,http://law.lexmachina.com/cases/2000042628,Light Transformation Technologies LLC v. Lighting Science Group Corporation et al,2:12-cv-00826,E.D.Tex.,2012,12/28/2012,0,1,"6543911, 6951418, 8220959",3,6543911,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6543911,E01F 9/04 (20060101); E01F 9/06 (20060101); F21V 7/04 (20060101); F21V 7/00 (20060101); F21S 8/00 (20060101); F21K 7/00 (20060101); F21V 007/00 (),E01F 9/04,E01F 9,12/28/2012,,,,,,,,,,Light Transformation Technologies LLC,Lighting Science Group Corporation et al,438,1,0,,,,,,,
2000042633,http://law.lexmachina.com/cases/2000042633,Light Transformation Technologies LLC v General Electric Company et al,2:12-cv-00827,E.D.Tex.,2012,12/28/2012,0,1,"6543911, 6951418, 8220959",3,6543911,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6543911,E01F 9/04 (20060101); E01F 9/06 (20060101); F21V 7/04 (20060101); F21V 7/00 (20060101); F21S 8/00 (20060101); F21K 7/00 (20060101); F21V 007/00 (),E01F 9/04,E01F 9,12/28/2012,,,,,,,,,,Light Transformation Technologies LLC v General Electric Company et al,,437,1,0,,,,,,,
2000042824,http://law.lexmachina.com/cases/2000042824,"Body Science LLC v. St. Jude Medical, Inc.",1:13-cv-10025,D.Mass.,2013,  1/7/2013,0,1,7215991,1,7215991,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7215991,A61B 5/02 (20060101),A61B 5/02,A61B 5,1/7/2013,,,,,,,,,,Body Science LLC,"St. Jude Medical, Inc.",99,0,1,,,,,,,
2000043177,http://law.lexmachina.com/cases/2000043177,"SmartFit Solutions, LLC v. Modells Sporting Goods Inc",6:12-cv-00722,E.D.Tex.,2012, 9/27/2012,0,1,6626800,1,6626800,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6626800,A63B 24/00 (20060101); A63B 021/00 (),A63B 24/00,A63B 24,9/27/2012,,,,,,,,,,"SmartFit Solutions, LLC",Modells Sporting Goods Inc,690,0,9,,,,,,,
2000043179,http://law.lexmachina.com/cases/2000043179,"SmartFit Solutions, LLC v. Toys R US Inc",6:12-cv-00729,E.D.Tex.,2012, 9/27/2012,0,1,6626800,1,6626800,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6626800,A63B 24/00 (20060101); A63B 021/00 (),A63B 24/00,A63B 24,9/27/2012,,,,,,,,,,"SmartFit Solutions, LLC",Toys R US Inc,690,0,7,,,,,,,
2000043181,http://law.lexmachina.com/cases/2000043181,"SmartFit Solutions, LLC v. Sports Authority Inc",6:12-cv-00727,E.D.Tex.,2012, 9/27/2012,0,1,6626800,1,6626800,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6626800,A63B 24/00 (20060101); A63B 021/00 (),A63B 24/00,A63B 24,9/27/2012,,,,,,,,,,"SmartFit Solutions, LLC",Sports Authority Inc,690,0,8,,,,,,,
2000043183,http://law.lexmachina.com/cases/2000043183,"SmartFit Solutions, LLC v. Fitness in Motion, et al",6:12-cv-00716,E.D.Tex.,2012, 9/27/2012,0,1,6626800,1,6626800,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6626800,A63B 24/00 (20060101); A63B 021/00 (),A63B 24/00,A63B 24,9/27/2012,,,,,,,,,,"SmartFit Solutions, LLC","Fitness in Motion, et al",690,0,2,,,,,,,
2000043191,http://law.lexmachina.com/cases/2000043191,"SmartFit Solutions, LLC v. Dicks Sporting Goods Inc",6:12-cv-00726,E.D.Tex.,2012, 9/27/2012,0,1,6626800,1,6626800,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6626800,A63B 24/00 (20060101); A63B 021/00 (),A63B 24/00,A63B 24,9/27/2012,,,,,,,,,,"SmartFit Solutions, LLC",Dicks Sporting Goods Inc,690,0,5,,,,,,,
2000043195,http://law.lexmachina.com/cases/2000043195,"SmartFit Solutions, LLC v. Fitness Unlimited",6:12-cv-00703,E.D.Tex.,2012, 9/27/2012,0,1,6626800,1,6626800,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6626800,A63B 24/00 (20060101); A63B 021/00 (),A63B 24/00,A63B 24,9/27/2012,,,,,,,,,,"SmartFit Solutions, LLC",Fitness Unlimited,690,0,6,,,,,,,
2000043198,http://law.lexmachina.com/cases/2000043198,"SmartFit Solutions, LLC v. Internetfitness Inc",6:12-cv-00715,E.D.Tex.,2012, 9/27/2012,0,1,6626800,1,6626800,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6626800,A63B 24/00 (20060101); A63B 021/00 (),A63B 24/00,A63B 24,9/27/2012,,,,,,,,,,"SmartFit Solutions, LLC",Internetfitness Inc,690,0,4,,,,,,,
2000043339,http://law.lexmachina.com/cases/2000043339,"The Tawnsaura Group, LLC v. Tribravus Enterprises, LLC",8:13-cv-00080,C.D.Cal.,2013, 1/16/2013,0,1,"5874471, 6028107",2,5874471,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5874471,A61K 33/06 (20060101); A61K 33/12 (20060101); A61K 31/185 (20060101); A61K 31/198 (20060101); A61K 031/195 (),A61K 33/06,A61K 33,1/16/2013,,,,,,,,,,"The Tawnsaura Group, LLC","Tribravus Enterprises, LLC",747,0,4,,,,,,,
2000044123,http://law.lexmachina.com/cases/2000044123,The Tawnsaura Group LLC v. Rivalus Inc,8:13-cv-00204,C.D.Cal.,2013,  2/5/2013,0,1,"5874471, 6028107",2,5874471,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5874471,A61K 33/06 (20060101); A61K 33/12 (20060101); A61K 31/185 (20060101); A61K 31/198 (20060101); A61K 031/195 (),A61K 33/06,A61K 33,2/5/2013,,,,,,,,,,The Tawnsaura Group LLC,Rivalus Inc,745,0,7,,,,,,,
2000044199,http://law.lexmachina.com/cases/2000044199,dw-link Incorporated v. Giant Bicycle Inc et al,2:13-cv-00801,C.D.Cal.,2013,  2/5/2013,0,5,"7128329, 7828314",2,7128329,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7128329,B62K 25/00 (20060101),B62K 25/00,B62K 25,2/5/2013,,,,,,,,,,dw-link Incorporated,Giant Bicycle Inc et al,1054,1,0,,,,,,,
2000044719,http://law.lexmachina.com/cases/2000044719,"EVM Systems, LLC v. Rex Medical, L.P. et al",6:13-cv-00184,E.D.Tex.,2013, 2/20/2013,0,1,8052670,1,8052670,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8052670,A61M 25/00 (20060101); A61M 29/00 (20060101),A61M 25/00,A61M 25,2/20/2013,,,,,,,,,,"EVM Systems, LLC","Rex Medical, L.P. et al",295,1,0,,,,,,,
2000044741,http://law.lexmachina.com/cases/2000044741,"Hawk Technology Systems, LLC v. Vicon Industries, Inc.",1:13-cv-20632,S.D.Fla.,2013, 2/21/2013,0,5,"5265410, RE43462",2,5265410,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5265410,F01K 23/06 (20060101); F02B 043/00 (),F01K 23/06,F01K 23,2/21/2013,,,,,,,,,,"Hawk Technology Systems, LLC","Vicon Industries, Inc.",1114,0,3,,,,,,,
2000044780,http://law.lexmachina.com/cases/2000044780,"Lamina Packaging Innovations, LLC v. Pernod Ricard USA LLC",2:13-cv-00167,E.D.Tex.,2013, 2/21/2013,0,1,"6207242, 7348067",2,6207242,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6207242,B65D 5/42 (20060101); B65D 65/40 (20060101); B65D 5/56 (20060101); B65D 81/26 (20060101); B32B 29/00 (20060101); B32B 29/02 (20060101); B65D 005/42 (),B65D 5/42,B65D 5,2/21/2013,,,,,,,,,,"Lamina Packaging Innovations, LLC",Pernod Ricard USA LLC,430,0,2,,,,,,,
2000045715,http://law.lexmachina.com/cases/2000045715,"Ball Metal Beverage Container Corp. v. CML&J, LLC",1:13-cv-00695,D.Colo.,2013, 3/15/2013,1,5,8245866,1,8245866,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8245866,B65D 17/34 (20060101),B65D 17/34,B65D 17,3/15/2013,,,,,,,,,,Ball Metal Beverage Container Corp.,"CML&J, LLC",965,1,0,,,,,,,
2000046585,http://law.lexmachina.com/cases/2000046585,Vehicle Operation Technologies LLC v. Ford Motor Company,1:13-cv-00539,D.Del.,2013,  4/5/2013,0,5,7145442,1,7145442,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7145442,B60Q 1/00 (20060101),B60Q 1/00,B60Q 1,4/5/2013,,,,,,,,,,Vehicle Operation Technologies LLC,Ford Motor Company,1448,0,2,,,,,,,
2000046589,http://law.lexmachina.com/cases/2000046589,Vehicle Operation Technologies LLC v. BMW of North America LLC,1:13-cv-00538,D.Del.,2013,  4/5/2013,0,5,7145442,1,7145442,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7145442,B60Q 1/00 (20060101),B60Q 1/00,B60Q 1,4/5/2013,,,,,,,,,,Vehicle Operation Technologies LLC,BMW of North America LLC,1448,1,1,,,,,,,
2000046866,http://law.lexmachina.com/cases/2000046866,The Maya Group Inc v. JCF Research Associates Inc,2:13-cv-02596,C.D.Cal.,2013, 4/12/2013,1,5,5415151,1,5415151,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5415151,F42B 12/72 (20060101); F42B 12/00 (20060101); F41B 011/00 (); F41B 007/08 (),F42B 12/72,F42B 12,4/12/2013,,,,,,,,,,The Maya Group Inc,JCF Research Associates Inc,1413,1,0,,,,,,,
2000046904,http://law.lexmachina.com/cases/2000046904,Joao Control & Monitoring Systems LLC v. Mitsubishi Motors North America Inc.,1:13-cv-00614,D.Del.,2013, 4/12/2013,0,5,"5917405, 6542076, 6549130",3,5917405,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5917405,B60R 25/10 (20060101); B60R 25/04 (20060101); B60R 025/10 (),B60R 25/10,B60R 25,4/12/2013,,,,,,,,,,Joao Control & Monitoring Systems LLC,Mitsubishi Motors North America Inc.,1169,0,3,,,,,,,
2000047048,http://law.lexmachina.com/cases/2000047048,The Tawnsaura Group LLC v. Pro Supps USA LLC,2:13-cv-02435,C.D.Cal.,2013,  4/5/2013,0,1,"5874471, 6028107",2,5874471,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5874471,A61K 33/06 (20060101); A61K 33/12 (20060101); A61K 31/185 (20060101); A61K 31/198 (20060101); A61K 031/195 (),A61K 33/06,A61K 33,4/5/2013,,,,,,,,,,The Tawnsaura Group LLC,Pro Supps USA LLC,745,0,8,,,,,,,
2000047099,http://law.lexmachina.com/cases/2000047099,STB Ltd et al v Johnson & Johnson et al,2:13-cv-00277,E.D.Tex.,2013, 4/16/2013,0,"3, 6","7189410, 7196054",2,7189410,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7189410,A61K 9/70 (20060101); A61F 13/00 (20060101); A61L 24/10 (20060101),A61K 9/70,A61K 9,4/16/2013,,,,,,,,,,STB Ltd et al v Johnson & Johnson et al,,6655,1,0,,,,,,,
2000047192,http://law.lexmachina.com/cases/2000047192,Semcon Tech LLC v Taiwan Semiconductor Manufacturing Company Ltd et al,1:13-cv-00705,D.Del.,2013, 4/18/2013,0,1,"6656023, 7156717",2,6656023,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6656023,B24B 49/02 (20060101); B24B 37/04 (20060101); B24B 49/16 (20060101); B24B 49/04 (20060101); B24B 029/02 (),B24B 49/02,B24B 49,4/18/2013,,,,,,,,,,Semcon Tech LLC v Taiwan Semiconductor Manufacturing Company Ltd et al,,673,1,0,,,,,,,
2000047213,http://law.lexmachina.com/cases/2000047213,InterForm Incorporated v. Sakura Color Products Corporation et al,2:13-cv-00283,E.D.Tex.,2013, 4/19/2013,0,5,6447190,1,6447190,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6447190,A63B 53/14 (20060101); B43K 023/112 (),A63B 53/14,A63B 53,4/19/2013,,,,,,,,,,InterForm Incorporated,Sakura Color Products Corporation et al,1150,0,2,,,,,,,
2000047217,http://law.lexmachina.com/cases/2000047217,InterForm Incorporated v. YAFA Pen Company,2:13-cv-00284,E.D.Tex.,2013, 4/19/2013,0,5,6447190,1,6447190,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6447190,A63B 53/14 (20060101); B43K 023/112 (),A63B 53/14,A63B 53,4/19/2013,,,,,,,,,,InterForm Incorporated,YAFA Pen Company,1150,0,3,,,,,,,
2000047325,http://law.lexmachina.com/cases/2000047325,InterForm Incorporated v. MEGA Brands International et al,2:13-cv-00297,E.D.Tex.,2013, 4/23/2013,0,5,6447190,1,6447190,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6447190,A63B 53/14 (20060101); B43K 023/112 (),A63B 53/14,A63B 53,4/23/2013,,,,,,,,,,InterForm Incorporated,MEGA Brands International et al,1150,1,1,,,,,,,
2000047358,http://law.lexmachina.com/cases/2000047358,Vehicle Operation Technologies LLC v. Mitsubishi Motors North America Inc.,1:13-cv-00712,D.Del.,2013, 4/23/2013,0,5,7145442,1,7145442,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7145442,B60Q 1/00 (20060101),B60Q 1/00,B60Q 1,4/23/2013,,,,,,,,,,Vehicle Operation Technologies LLC,Mitsubishi Motors North America Inc.,1448,0,3,,,,,,,
2000047540,http://law.lexmachina.com/cases/2000047540,Joao Control & Monitoring Systems LLC v. Mazda Motor of America Inc.,1:13-cv-00728,D.Del.,2013, 4/25/2013,0,5,"5917405, 6542076, 6549130",3,5917405,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5917405,B60R 25/10 (20060101); B60R 25/04 (20060101); B60R 025/10 (),B60R 25/10,B60R 25,4/25/2013,,,,,,,,,,Joao Control & Monitoring Systems LLC,Mazda Motor of America Inc.,1169,0,4,,,,,,,
2000047920,http://law.lexmachina.com/cases/2000047920,"AngleFix, Tech, LLC. v. Smith & Nephew, Inc.",2:13-cv-02281,W.D.Tenn.,2013,  5/6/2013,0,3,6955677,1,6955677,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6955677,A61B 17/68 (20060101); A61B 17/80 (20060101); A61B 17/86 (20060101); A61B 017/56 (),A61B 17/68,A61B 17,5/6/2013,,,,,,,,,,"AngleFix, Tech, LLC.","Smith & Nephew, Inc.",843,1,0,,,,,,,
2000048122,http://law.lexmachina.com/cases/2000048122,"The AnTerra Group, Inc v. KiVAR Chemical Technologies et al",8:13-cv-00734,C.D.Cal.,2013,  5/8/2013,0,"5, 9",8420143,1,8420143,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8420143,A23L 3/00 (20060101); A23L 3/34 (20060101); A23L 3/3409 (20060101),A23L 3/00,A23L 3,5/8/2013,,,,,,,,,,"The AnTerra Group, Inc",KiVAR Chemical Technologies et al,6759,1,0,,,,,,,
2000048682,http://law.lexmachina.com/cases/2000048682,The Blister Sister v. Walgreens Co.,1:13-cv-03857,N.D.Ill.,2013, 5/23/2013,0,5,"7329448, 7727608",2,7329448,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7329448,B32B 9/00 (20060101); A61F 13/00 (20060101); A61F 13/06 (20060101); A61L 15/00 (20060101); B32B 33/00 (20060101),B32B 9/00,B32B 9,5/23/2013,,,,,,,,,,The Blister Sister,Walgreens Co.,1411,1,0,,,,,,,
2000048856,http://law.lexmachina.com/cases/2000048856,X Ray Imaging Innovations LLC v. Carestream Health Inc,2:13-cv-00604,N.D.Ala.,2013,  4/1/2013,0,"5, 9","7581884, 7798710",2,7581884,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7581884,A61B 6/08 (20060101),A61B 6/08,A61B 6,4/1/2013,,,,,,,,,,X Ray Imaging Innovations LLC,Carestream Health Inc,6766,1,0,,,,,,,
2000049082,http://law.lexmachina.com/cases/2000049082,Orthophoenix LLC v. Ascendx Spine Inc. et al,1:13-cv-01002,D.Del.,2013,  6/5/2013,0,1,"6440138, 6863672, 7909827",3,6440138,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6440138,A61B 17/32 (20060101); A61B 17/16 (20060101); A61B 19/02 (20060101); A61B 17/88 (20060101); A61B 19/00 (20060101); A61F 2/44 (20060101); A61F 2/46 (20060101); A61B 17/22 (20060101); A61B 18/20 (20060101); A61B 18/24 (20060101); A61F 2/30 (20060101); A61B 17/02 (20060101); A61M 1/00 (20060101); A61B 17/00 (20060101); A61B 017/32 (); A61B 017/56 (),A61B 17/32,A61B 17,6/5/2013,,,,,,,,,,Orthophoenix LLC,Ascendx Spine Inc. et al,561,1,2,,,,,,,
2000049089,http://law.lexmachina.com/cases/2000049089,Orthophoenix LLC v. Dfine Inc. et al,1:13-cv-01003,D.Del.,2013,  6/5/2013,0,1,"6440138, 6863672",2,6440138,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6440138,A61B 17/32 (20060101); A61B 17/16 (20060101); A61B 19/02 (20060101); A61B 17/88 (20060101); A61B 19/00 (20060101); A61F 2/44 (20060101); A61F 2/46 (20060101); A61B 17/22 (20060101); A61B 18/20 (20060101); A61B 18/24 (20060101); A61F 2/30 (20060101); A61B 17/02 (20060101); A61M 1/00 (20060101); A61B 17/00 (20060101); A61B 017/32 (); A61B 017/56 (),A61B 17/32,A61B 17,6/5/2013,,,,,,,,,,Orthophoenix LLC,Dfine Inc. et al,561,0,1,,,,,,,
2000049677,http://law.lexmachina.com/cases/2000049677,"Plastic Inventions and Patents, Inc. v. JS LED Technology Corporation",2:13-cv-04847,E.D.La.,2013, 6/19/2013,0,5,7114830,1,7114830,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7114830,F21V 1/00 (20060101),F21V 1/00,F21V 1,6/19/2013,,,,,,,,,,"Plastic Inventions and Patents, Inc.",JS LED Technology Corporation,1306,1,0,,,,,,,
2000051012,http://law.lexmachina.com/cases/2000051012,Imaginal Systematic LLC v. Leggett & Platt Inc et al,2:13-cv-05463,C.D.Cal.,2013, 7/29/2013,0,5,"6935546, 7222402, 7467454",3,6935546,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6935546,B27F 7/17 (20060101); B27F 7/00 (20060101); B27F 007/00 (),B27F 7/17,B27F 7,7/29/2013,,,,,,,,,,Imaginal Systematic LLC,Leggett & Platt Inc et al,1130,1,0,,,,,,,
2000051650,http://law.lexmachina.com/cases/2000051650,"Western Holdings, LLC v. Metabolic Research, Inc. et al",3:13-cv-00440,D.Nev.,2013, 8/15/2013,0,1,7074812,1,7074812,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7074812,A61K 31/44 (20060101),A61K 31/44,A61K 31,8/15/2013,,,,,,,,,,"Western Holdings, LLC","Metabolic Research, Inc. et al",814,1,0,,,,,,,
2000052168,http://law.lexmachina.com/cases/2000052168,"Infinite Financial Solutions, Inc., a Nevada corporation et al v. Strukmyer, LLC, a Texas Limited Liability Company et al",3:13-cv-00466,D.Nev.,2013, 8/29/2013,0,5,7114495,1,7114495,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7114495,A61M 15/00 (20060101),A61M 15/00,A61M 15,8/29/2013,,,,,,,,,,"Infinite Financial Solutions, Inc., a Nevada corporation et al","Strukmyer, LLC, a Texas Limited Liability Company et al",1136,1,0,,,,,,,
